seller_city,period,sales,freight_value,total_sales,quantity,volume,baskets
mogi das cruzes,2017-11-01,2593.9,592.38,3186.28,22,98.7,19
mogi das cruzes,2017-12-01,6774.8,953.34,7728.14,33,125.554,22
mogi das cruzes,2018-01-01,5045.87,848.12,5893.99,48,81.456,32
mogi das cruzes,2018-02-01,3658.83,953.46,4612.29,56,58.99,43
mogi das cruzes,2018-03-01,4971.15,949.28,5920.43,64,80.635,43
mogi das cruzes,2018-04-01,2314.4,448.85,2763.25,30,40.564,27
mogi das cruzes,2018-05-01,3476.3,591.29,4067.59,34,45.35,26
mogi das cruzes,2018-06-01,1458.8,310.67,1769.47,18,18.541,11
mogi das cruzes,2018-07-01,2542.03,441.72,2983.75,21,42.897,19
mogi das cruzes / sp,2017-02-01,54,14.55,68.55,1,0.3,1
mogi guacu,2016-09-01,2849.97,84.31,2934.28,3,14.1,3
mogi guacu,2016-12-01,2344.52,166.67,2511.19,9,26.194,7
mogi guacu,2017-01-01,134.7,43.56,178.26,3,1.2,1
mogi guacu,2017-02-01,469.5,85.34,554.84,5,4.9,2
mogi guacu,2017-03-01,1059.5,109.77,1169.27,5,18.7,5
mogi guacu,2017-04-01,4205.3,389.34,4594.64,7,78.4,6
mogi guacu,2017-05-01,1119.5,171.05,1290.55,5,18.2,5
mogi guacu,2017-06-01,1471.41,411.71,1883.12,10,77.45,10
mogi guacu,2017-07-01,1899.36,286.09,2185.45,8,75.65,7
mogi guacu,2017-08-01,3791.45,947.82,4739.27,19,215.532,15
mogi guacu,2017-09-01,3071.07,544.36,3615.43,12,115.457,10
mogi guacu,2017-10-01,3748.96,666.99,4415.95,14,163.9,12
mogi guacu,2017-11-01,1589.58,257.12,1846.7,6,56.2,6
mogi guacu,2017-12-01,2759.1,589.01,3348.11,9,128,9
mogi guacu,2018-01-01,3379,615.34,3994.34,10,156.65,10
mogi guacu,2018-02-01,4298.4,879.56,5177.96,16,194.2,15
mogi guacu,2018-03-01,5987.93,1359.98,7347.91,24,276.8,19
mogi guacu,2018-04-01,4894.44,722.2,5616.64,17,188.756,14
mogi guacu,2018-05-01,5123.41,1141.42,6264.83,21,209.958,19
mogi guacu,2018-06-01,3085.59,764.67,3850.26,17,131.775,16
mogi guacu,2018-07-01,2776.56,713.8,3490.36,11,99.092,8
mogi mirim,2017-12-01,69.9,11.99,81.89,1,0.1,1
mogi mirim,2018-01-01,96.9,20.23,117.13,2,0.25,2
mogi mirim,2018-02-01,416.8,75.02,491.82,4,0.65,4
mogi mirim,2018-03-01,310.29,116.15,426.44,6,5.85,6
mogi mirim,2018-04-01,981.54,233.27,1214.81,21,17.755,19
mogi mirim,2018-05-01,455.8,36.71,492.51,3,1.301,3
mogi mirim,2018-06-01,393.74,95.07,488.81,6,3.17,4
mogi mirim,2018-07-01,632.89,93.27,726.16,10,10.19,9
mombuca,2017-10-01,169.9,18.44,188.34,1,1.5,1
mombuca,2017-11-01,279.6,124.52,404.12,4,17.9,4
mombuca,2017-12-01,459.4,184.21,643.61,6,27.05,6
mombuca,2018-01-01,799,239.32,1038.32,10,45.25,10
mombuca,2018-02-01,559.3,207.21,766.51,7,31.45,7
mombuca,2018-03-01,159.8,76.32,236.12,2,8.95,2
mombuca,2018-04-01,159.8,71.38,231.18,2,9,2
mombuca,2018-06-01,79.9,35.91,115.81,1,4.65,1
monte alegre do sul,2018-07-01,139.96,57.06,197.02,4,1.3,4
monte alto,2017-12-01,499.98,57.66,557.64,2,1.9,2
monte alto,2018-01-01,499.98,48.8,548.78,2,1.9,2
monte alto,2018-02-01,499.98,51.69,551.67,2,1.8,2
monte siao,2016-08-01,72.89,63.34,136.23,2,3.2,1
monte siao,2016-09-01,252.95,84.86,337.81,5,7.9,5
monte siao,2016-12-01,802.26,234.94,1037.2,13,22.2,11
monte siao,2017-01-01,1085.86,263.16,1349.02,11,28.15,11
monte siao,2017-02-01,1807.3,408.14,2215.44,20,51.25,18
monte siao,2017-03-01,1142.12,307.26,1449.38,16,36.375,16
monte siao,2017-04-01,2595.56,643.66,3239.22,24,90.9,21
monte siao,2017-05-01,882.02,284.92,1166.94,15,27.05,11
monte siao,2017-06-01,1893.95,386.15,2280.1,17,63.45,15
monte siao,2017-07-01,804.64,226.29,1030.93,9,24.4,9
monte siao,2017-08-01,1140.45,225.18,1365.63,10,35.45,10
monte siao,2017-09-01,680.2,218.42,898.62,8,25.5,7
monte siao,2017-10-01,1883.97,333.43,2217.4,13,59.025,12
monte siao,2017-11-01,1498.26,315.56,1813.82,15,44.275,15
monte siao,2017-12-01,2015.15,389.75,2404.9,17,81.525,17
monte siao,2018-01-01,1345.18,292.19,1637.37,10,41.2,9
monte siao,2018-02-01,2497.97,397.23,2895.2,13,81,13
monte siao,2018-03-01,1275.09,341.58,1616.67,10,40.775,9
monte siao,2018-04-01,659.59,306.85,966.44,5,20.075,5
monte siao,2018-05-01,2014.97,356.97,2371.94,13,62.575,12
monte siao,2018-06-01,936.1,239.59,1175.69,9,28.6,7
monte siao,2018-07-01,1766.05,478.79,2244.84,14,52.275,13
monteiro lobato,2017-04-01,48.79,38.8,87.59,3,1.7,3
monteiro lobato,2017-05-01,38.97,15.1,54.07,1,0.5,1
monteiro lobato,2017-06-01,136.91,58.36,195.27,4,2.35,3
monteiro lobato,2017-07-01,165.88,51.83,217.71,3,2.2,3
monteiro lobato,2017-08-01,151.2,18.31,169.51,1,1.6,1
monteiro lobato,2017-09-01,233.82,58.56,292.38,4,2.7,4
monteiro lobato,2017-10-01,385.02,90.07,475.09,5,4.3,5
monteiro lobato,2017-11-01,227.48,94.46,321.94,6,4.6,4
monteiro lobato,2017-12-01,368.86,80.45,449.31,5,5,5
monteiro lobato,2018-01-01,537.85,174.19,712.04,9,7.1,9
monteiro lobato,2018-02-01,43.47,17.01,60.48,3,0.75,1
montenegro,2017-02-01,1532,182.28,1714.28,7,14.9,7
montenegro,2017-03-01,796,109.28,905.28,4,7,4
montenegro,2017-04-01,2029,261.9,2290.9,10,18.1,10
montenegro,2017-05-01,1542,207.95,1749.95,8,13.7,8
montenegro,2017-06-01,1791,248.54,2039.54,9,16.4,9
montenegro,2017-07-01,1542,232.38,1774.38,8,17.55,8
montenegro,2017-08-01,756,117.19,873.19,4,7.5,4
montenegro,2017-09-01,2248,360.34,2608.34,12,24.65,12
montenegro,2017-10-01,2985,360.99,3345.99,15,27.8,15
montenegro,2017-11-01,3482,406.62,3888.62,18,31.05,18
montenegro,2017-12-01,1112,92.68,1204.68,5,6.95,5
montenegro,2018-01-01,79,16.8,95.8,1,2,1
montenegro,2018-02-01,2615,394.24,3009.24,13,23.45,13
montenegro,2018-03-01,1034,166.52,1200.52,5,9.1,5
montenegro,2018-04-01,920,112.64,1032.64,5,7.7,5
montenegro,2018-05-01,1415.9,251.23,1667.13,9,10.875,9
montenegro,2018-06-01,436,83.74,519.74,4,2.7,4
montenegro,2018-07-01,1045,112.04,1157.04,5,10.55,5
montes claros,2017-01-01,3549,53.47,3602.47,1,3.2,1
montes claros,2017-08-01,42.57,15.1,57.67,1,0.06,1
montes claros,2017-10-01,42.57,15.1,57.67,1,0.06,1
montes claros,2018-05-01,80,19.75,99.75,1,0.65,1
montes claros,2018-06-01,80,19.75,99.75,1,0.65,1
montes claros,2018-07-01,55,22.32,77.32,1,0.2,1
morrinhos,2017-04-01,384.95,124.44,509.39,5,5,5
morrinhos,2017-05-01,260.95,95.82,356.77,5,3.8,4
morrinhos,2017-06-01,197.97,80.81,278.78,3,3.15,3
morrinhos,2017-08-01,21.99,25.63,47.62,1,0.5,1
morrinhos,2017-09-01,399.99,28.08,428.07,1,0.51,1
morrinhos,2017-10-01,325.7,85.73,411.43,4,2.002,4
morrinhos,2017-11-01,241.86,69.83,311.69,3,1.575,3
morrinhos,2017-12-01,359.6,64.9,424.5,4,0.366,3
morrinhos,2018-01-01,105.98,40.77,146.75,2,0.776,2
morrinhos,2018-02-01,301.96,119.08,421.04,4,2.465,4
morrinhos,2018-03-01,45,18.23,63.23,1,0.388,1
morrinhos,2018-04-01,105,14.96,119.96,1,0.475,1
morrinhos,2018-06-01,232,97.37,329.37,3,0.4,2
morrinhos,2018-07-01,92.29,32.23,124.52,2,0.9,2
mucambo,2017-01-01,96,49.68,145.68,2,1.2,1
mucambo,2017-03-01,35,29.55,64.55,1,0.65,1
mucambo,2017-04-01,74,76.53,150.53,2,1.5,2
mucambo,2017-06-01,39,44.2,83.2,1,0.85,1
mucambo,2017-07-01,87,49.47,136.47,2,1.6,2
mucambo,2017-09-01,96,71.34,167.34,2,1.5,1
mucambo,2018-01-01,30,31.64,61.64,1,0.5,1
muqui,2017-09-01,161,23.45,184.45,1,1.15,1
muqui,2017-10-01,1423,226.2,1649.2,7,25.05,7
muqui,2017-11-01,88,36.07,124.07,3,1.95,3
muqui,2017-12-01,1900,161.62,2061.62,6,53.9,5
muqui,2018-01-01,40,22.04,62.04,2,0.45,2
muqui,2018-02-01,103,51.32,154.32,3,2.25,3
muqui,2018-03-01,19,50.85,69.85,1,0.15,1
muqui,2018-04-01,99,23.27,122.27,1,0.9,1
muqui,2018-05-01,520.9,70.88,591.78,2,10.85,2
muriae,2018-02-01,96,41.52,137.52,1,1.4,1
muriae,2018-04-01,96,15.52,111.52,1,1.4,1
muriae,2018-05-01,84,18.69,102.69,1,1.4,1
muriae,2018-07-01,402,107.73,509.73,4,5.35,3
natal,2017-03-01,498,40.04,538.04,2,3,1
natal,2017-05-01,249,31.27,280.27,1,1.5,1
natal,2017-07-01,1245,204.91,1449.91,5,7.5,5
natal,2017-08-01,249,31.27,280.27,1,1.5,1
natal,2017-10-01,1174,132.1,1306.1,6,6.6,5
natal,2017-11-01,2171,163.48,2334.48,9,10.9,8
natal,2017-12-01,408,99.24,507.24,12,3.6,10
natal,2018-02-01,289,41.12,330.12,1,1.5,1
natal,2018-06-01,34,7.98,41.98,1,0.3,1
natal,2018-07-01,259,44.46,303.46,1,1.3,1
navegantes,2017-01-01,213.3,27.5,240.8,2,0.95,2
navegantes,2017-02-01,208,29.8,237.8,2,0.9,2
navegantes,2017-03-01,208,36.32,244.32,2,0.9,1
navegantes,2017-04-01,104,25.22,129.22,1,0.45,1
navegantes,2017-05-01,387.8,59.22,447.02,4,1.3,4
navegantes,2017-06-01,814.6,157.12,971.72,8,2.883,8
navegantes,2017-07-01,592.6,77.9,670.5,5,1.55,5
navegantes,2017-08-01,667.8,122.81,790.61,6,2.13,6
navegantes,2017-09-01,156.6,62.09,218.69,4,0.95,4
navegantes,2017-10-01,2717.79,199.95,2917.74,10,4.181,10
navegantes,2017-11-01,2527.8,170.83,2698.63,10,3.046,10
navegantes,2017-12-01,3195.6,201.02,3396.62,10,4.592,10
navegantes,2018-01-01,2516.18,182.42,2698.6,11,3.457,11
navegantes,2018-02-01,1099.67,203.16,1302.83,10,2.537,10
navegantes,2018-03-01,991.08,183.51,1174.59,9,3.044,9
navegantes,2018-04-01,2319.4,332.64,2652.04,12,2.773,11
navegantes,2018-05-01,1310.29,152.32,1462.61,6,1.799,6
navegantes,2018-06-01,1154.78,235,1389.78,9,3.454,8
navegantes,2018-07-01,1524.76,212.73,1737.49,10,3.307,10
neopolis,2016-12-01,119.9,26,145.9,1,1,1
neopolis,2017-04-01,89.9,38.18,128.08,1,1.4,1
neopolis,2017-10-01,119.9,43.47,163.37,1,1,1
neopolis,2018-06-01,179.8,78.44,258.24,2,4.3,2
nhandeara,2018-06-01,269.9,43.71,313.61,1,18.95,1
nilopolis,2017-01-01,18.99,17.78,36.77,1,0.525,1
nilopolis,2017-02-01,578.96,81.27,660.23,5,3.197,5
nilopolis,2017-03-01,1128.97,61.91,1190.88,3,4.777,3
nilopolis,2017-04-01,3322.79,262.68,3585.47,13,15.318,11
nilopolis,2017-05-01,189.99,30.86,220.85,1,1.666,1
nilopolis,2017-08-01,149,15.79,164.79,1,2.2,1
nilopolis,2017-09-01,158,30.6,188.6,2,2.1,1
nilopolis,2017-10-01,646,75.49,721.49,4,8.4,4
nilopolis,2017-11-01,566,50.33,616.33,4,7.35,4
nilopolis,2018-02-01,238,52.56,290.56,2,1.25,2
nilopolis,2018-03-01,636,52.39,688.39,4,8.05,4
nilopolis,2018-04-01,49,18.23,67.23,1,0.45,1
nilopolis,2018-05-01,94,41.2,135.2,2,1,2
nilopolis,2018-06-01,377,173.93,550.93,3,2.6,3
nilopolis,2018-07-01,318,50.29,368.29,2,4.05,2
niteroi,2016-09-01,39.9,10.96,50.86,1,0.3,1
niteroi,2017-03-01,689.9,98.81,788.71,1,22.35,1
niteroi,2017-04-01,38.5,7.94,46.44,1,1.3,1
niteroi,2017-05-01,79.8,33.58,113.38,2,3.2,1
niteroi,2017-07-01,328.89,13.8,342.69,1,0.2,1
niteroi,2017-08-01,689.9,155.11,845.01,1,22.35,1
niteroi,2017-09-01,49,15.11,64.11,1,0.45,1
niteroi,2017-10-01,637.48,99.39,736.87,7,13.8,7
niteroi,2017-11-01,217,55.47,272.47,3,1.567,2
niteroi,2017-12-01,119,9.21,128.21,1,0.667,1
niteroi,2018-02-01,1078.42,143.02,1221.44,9,2.676,7
niteroi,2018-03-01,715.89,121.01,836.9,6,3.73,5
niteroi,2018-05-01,2386,95.86,2481.86,4,5.7,3
niteroi,2018-06-01,9086.63,542.25,9628.88,21,42.368,21
niteroi,2018-07-01,11191.25,643.76,11835.01,28,39.814,28
nova friburgo,2017-03-01,18.99,14.52,33.51,1,0.2,1
nova friburgo,2017-05-01,39.98,24.7,64.68,2,0.4,1
nova friburgo,2017-07-01,933.6,104.23,1037.83,6,13.87,6
nova friburgo,2017-08-01,155.6,62.09,217.69,4,0.78,4
nova friburgo,2017-09-01,613.7,64.52,678.22,4,8.82,4
nova friburgo,2017-10-01,12575.7,262.44,12838.14,9,11.4,9
nova friburgo,2017-11-01,6405.79,131.34,6537.13,6,2.835,6
nova friburgo,2017-12-01,6889.6,248.84,7138.44,8,4.59,8
nova friburgo,2018-01-01,1922.9,261.88,2184.78,6,27.935,3
nova friburgo,2018-02-01,10392.7,364.16,10756.86,10,20.735,9
nova friburgo,2018-03-01,4229.6,287.82,4517.42,9,15.007,9
nova friburgo,2018-04-01,2539.9,169.06,2708.96,5,28.61,5
nova friburgo,2018-05-01,9814.9,209.86,10024.76,9,6.487,7
nova friburgo,2018-06-01,1200.7,298.33,1499.03,6,15.145,5
nova friburgo,2018-07-01,4845.6,170.07,5015.67,5,8.235,5
nova iguacu,2017-03-01,358.79,51.83,410.62,3,1.25,3
nova iguacu,2017-04-01,681.56,85.56,767.12,5,2.138,4
nova iguacu,2017-05-01,21.99,17.92,39.91,1,0.7,1
nova iguacu,2017-06-01,87.57,90.68,178.25,5,2.6,5
nova iguacu,2017-07-01,134.7,83.68,218.38,5,5.75,5
nova iguacu,2017-08-01,849.88,90.37,940.25,6,3.2,6
nova iguacu,2017-09-01,91.23,47.32,138.55,3,2.35,2
nova iguacu,2017-10-01,553.02,110.2,663.22,4,19.688,4
nova iguacu,2017-12-01,2045.15,76.51,2121.66,4,2.7,3
nova iguacu,2018-02-01,284.95,74.43,359.38,4,6.625,3
nova iguacu,2018-03-01,338.9,102.99,441.89,6,6.2,5
nova iguacu,2018-04-01,1221.55,204.32,1425.87,14,13.424,12
nova iguacu,2018-05-01,606.69,158.22,764.91,6,12.676,6
nova iguacu,2018-06-01,55.62,42.73,98.35,2,1.65,2
nova iguacu,2018-07-01,109,24.53,133.53,3,1.566,2
nova lima,2017-09-01,114.15,20.98,135.13,1,0.3,1
nova lima,2017-10-01,114.15,34.6,148.75,1,0.3,1
nova lima,2017-12-01,88.53,15.37,103.9,1,0.3,1
nova lima,2018-01-01,155.41,31.27,186.68,2,2.7,2
nova lima,2018-02-01,259.12,24.28,283.4,2,0.55,2
nova lima,2018-03-01,84.65,7.78,92.43,1,0.136,1
nova lima,2018-05-01,141.09,23.49,164.58,1,0.2,1
nova lima,2018-07-01,197.25,36.41,233.66,2,0.55,2
nova odessa,2018-05-01,137.97,59.85,197.82,2,0.5,2
nova odessa,2018-06-01,236.07,82.5,318.57,4,0.7,4
nova odessa,2018-07-01,331.3,94.48,425.78,7,1.3,7
nova petropolis,2018-03-01,164.9,42.8,207.7,2,2.45,2
nova petropolis,2018-04-01,574.2,44.09,618.29,1,5.25,1
nova petropolis,2018-05-01,41.5,18.39,59.89,1,0.62,1
nova petropolis,2018-06-01,187.85,24.12,211.97,1,1.2,1
nova petropolis,2018-07-01,109.35,80.16,189.51,3,2.8,3
nova trento,2018-06-01,297,125.47,422.47,1,16.1,1
nova trento,2018-07-01,297,138.23,435.23,1,16.1,1
novo hamburgo,2017-04-01,65,15.89,80.89,1,0.25,1
novo hamburgo,2017-05-01,299.8,37.59,337.39,2,2.1,2
novo hamburgo,2017-06-01,229.89,36.29,266.18,2,1.35,2
novo hamburgo,2017-07-01,395,36.57,431.57,1,0.3,1
novo hamburgo,2017-08-01,394.88,74.81,469.69,4,1.4,4
novo hamburgo,2017-10-01,109.99,15.52,125.51,1,0.25,1
novo hamburgo,2017-11-01,179.9,16.7,196.6,1,0.2,1
novo hamburgo,2018-02-01,339.9,24.09,363.99,1,0.3,1
novo hamburgo,2018-03-01,439.89,86.74,526.63,2,0.8,2
novo hamburgo,2018-04-01,2274.26,237.86,2512.12,11,3.65,7
novo hamburgo,2018-05-01,5194.99,538.74,5733.73,17,8.794,12
novo hamburgo,2018-06-01,15880.23,1640.84,17521.07,73,23.388,70
novo hamburgo,2018-07-01,6508.89,594.62,7103.51,30,16.792,30
"novo hamburgo, rio grande do sul, brasil",2018-04-01,66.64,23.4,90.04,1,0.8,1
novo horizonte,2018-03-01,595.6,86,681.6,4,33.3,4
novo horizonte,2018-04-01,1112.68,268.04,1380.72,5,62.75,5
novo horizonte,2018-05-01,1990.79,438.59,2429.38,12,113.9,12
novo horizonte,2018-06-01,783.24,217.71,1000.95,4,47.6,4
novo horizonte,2018-07-01,1306.21,287.27,1593.48,6,69.7,6
olimpia,2017-12-01,99.3,7.77,107.07,1,0.65,1
olimpia,2018-01-01,67,17,84,1,0.2,1
olimpia,2018-04-01,65.6,13.82,79.42,1,0.65,1
oliveira,2018-01-01,57,45.3,102.3,3,0.6,1
orlandia,2018-06-01,839.4,81.84,921.24,6,2.922,1
orleans,2018-05-01,185,51.79,236.79,1,0.5,1
osasco,2016-09-01,35,10.96,45.96,1,0.3,1
osasco,2017-01-01,449.79,54.47,504.26,3,9.5,2
osasco,2017-02-01,2104.6,335.66,2440.26,14,55.25,12
osasco,2017-03-01,1872.79,218.39,2091.18,10,28.6,10
osasco,2017-04-01,4084.44,488.31,4572.75,25,71.15,22
osasco,2017-05-01,1601.79,144.52,1746.31,8,24.45,8
osasco,2017-06-01,1586.59,174.41,1761,8,32.6,8
osasco,2017-07-01,5565.26,755.98,6321.24,34,113.306,28
osasco,2017-08-01,4464.65,531.83,4996.48,25,56.535,24
osasco,2017-09-01,5590.13,698.38,6288.51,31,123.2,31
osasco,2017-10-01,7088.4,1027.48,8115.88,51,134.176,45
osasco,2017-11-01,6019.4,771.37,6790.77,38,138.574,34
osasco,2017-12-01,6978.97,785.84,7764.81,44,98.39,43
osasco,2018-01-01,7652.15,997.05,8649.2,50,146.724,42
osasco,2018-02-01,15809.66,1440.2,17249.86,68,251.747,57
osasco,2018-03-01,4975.02,801.67,5776.69,40,121.498,37
osasco,2018-04-01,6383.32,595.15,6978.47,31,74.461,30
osasco,2018-05-01,4655.89,818.02,5473.91,37,106.875,33
osasco,2018-06-01,6074.16,1041.01,7115.17,38,160.934,38
osasco,2018-07-01,6701.56,1082.08,7783.64,49,156.189,48
osvaldo cruz,2017-09-01,865,20.8,885.8,1,0.36,1
osvaldo cruz,2018-02-01,215.03,37.27,252.3,2,1,2
osvaldo cruz,2018-03-01,155.13,18.97,174.1,1,0.75,1
ourinhos,2018-04-01,199.76,45.36,245.12,2,1.183,2
ourinhos,2018-06-01,189.88,63.35,253.23,1,2.3,1
ouro fino,2017-09-01,1309.8,91.5,1401.3,5,1.006,5
ouro fino,2017-10-01,658,61.75,719.75,4,0.598,4
ouro fino,2017-11-01,309.9,30.81,340.71,2,0.375,2
ouro fino,2017-12-01,480,60.5,540.5,4,0.6,2
ouro fino,2018-02-01,120,12.97,132.97,1,0.15,1
ouro preto,2017-06-01,169.7,68.49,238.19,3,10.45,2
ouro preto,2017-07-01,352.4,153.47,505.87,6,24.9,5
ouro preto,2018-01-01,263.78,97.12,360.9,2,12.05,2
ouro preto,2018-02-01,705.06,193.66,898.72,5,32.2,5
ouro preto,2018-03-01,70.9,19.41,90.31,1,4.85,1
ouro preto,2018-04-01,60.9,33.97,94.87,1,3.55,1
pacatuba,2017-10-01,139,85.75,224.75,1,17.8,1
paincandu,2017-02-01,2830,185.61,3015.61,2,16.8,2
paincandu,2017-03-01,2592.55,190.43,2782.98,2,23.2,2
paincandu,2017-04-01,1820,81.62,1901.62,1,8.6,1
paincandu,2017-05-01,595,29.79,624.79,1,4.7,1
paincandu,2017-06-01,567.04,148.86,715.9,2,12.8,1
paincandu,2017-07-01,1815.91,61.93,1877.84,1,7.9,1
palhoca,2016-12-01,174.9,18,192.9,1,0.3,1
palhoca,2017-05-01,79.9,19.1,99,1,0.9,1
palhoca,2017-06-01,184.8,80.46,265.26,2,1.8,2
palhoca,2017-08-01,211.7,50.76,262.46,3,2,3
palhoca,2017-09-01,94.9,35.98,130.88,1,0.9,1
palhoca,2017-10-01,59,25.44,84.44,1,0.3,1
palhoca,2017-11-01,164.9,48.81,213.71,2,1.5,2
palhoca,2017-12-01,99.9,23.02,122.92,1,0.9,1
palhoca,2018-01-01,429,38.36,467.36,1,2.867,1
palhoca,2018-03-01,307.78,69.48,377.26,4,6.558,4
palhoca,2018-04-01,204.89,42.5,247.39,2,3.5,2
palhoca,2018-05-01,68.89,42.86,111.75,2,1.143,2
palhoca,2018-06-01,1554.71,348.33,1903.04,11,18.584,10
palhoca,2018-07-01,1209.38,160.89,1370.27,8,23.025,7
palotina,2018-06-01,9.99,18.23,28.22,1,0.1,1
paracambi,2018-06-01,125,18.98,143.98,1,0.3,1
parai,2017-12-01,1809.98,130.57,1940.55,6,2.8,5
parai,2018-01-01,1133.21,102.39,1235.6,4,1.4,3
parai,2018-02-01,1107.36,51.18,1158.54,2,0.4,1
parai,2018-03-01,515.36,57.24,572.6,3,0.3,2
parai,2018-04-01,1192.9,137.1,1330,8,0.8,3
parai,2018-05-01,895,111.85,1006.85,5,3.25,2
parai,2018-07-01,257.9,47.67,305.57,3,0.75,2
paraiba do sul,2018-07-01,4537.6,581.15,5118.75,25,1.25,20
paraiso do sul,2017-04-01,125.88,54.09,179.97,2,2.9,2
paraiso do sul,2017-05-01,25.99,12.48,38.47,1,0.4,1
paraiso do sul,2017-12-01,38.9,17.6,56.5,1,1.7,1
paraiso do sul,2018-06-01,86.9,41.59,128.49,1,5.35,1
parana,2018-03-01,110,14.85,124.85,1,1,1
parana,2018-05-01,65,20.9,85.9,1,0.775,1
paranavai,2016-12-01,124,18,142,1,1.55,1
paranavai,2017-02-01,528.9,73.82,602.72,2,11.815,2
paranavai,2017-03-01,648.5,124.64,773.14,6,13.275,6
paranavai,2017-05-01,119.6,65.47,185.07,4,1.46,3
paranavai,2017-06-01,349.9,37.77,387.67,1,0.96,1
paranavai,2017-07-01,39.89,12.48,52.37,1,0.8,1
paranavai,2017-09-01,38,15.1,53.1,1,0.4,1
paranavai,2018-07-01,24,18.27,42.27,1,0.3,1
parnamirim,2017-03-01,1179.8,65.17,1244.97,2,6.194,2
parnamirim,2017-04-01,1199.8,72.19,1271.99,2,6.194,2
parnamirim,2017-05-01,84.9,27.44,112.34,1,0.75,1
parnamirim,2017-07-01,84.9,10.01,94.91,1,0.75,1
parnamirim,2017-08-01,84.9,33.48,118.38,1,0.75,1
parnamirim,2017-11-01,179.8,88.96,268.76,2,1.5,2
parnamirim,2017-12-01,89.9,27.48,117.38,1,0.75,1
parnamirim,2018-01-01,94.9,15.42,110.32,1,0.75,1
parnamirim,2018-02-01,234.8,81.04,315.84,2,1.137,2
parnamirim,2018-03-01,32.9,22.85,55.75,1,0.115,1
passos,2017-12-01,86.5,19.85,106.35,1,1.683,1
pato bragado,2017-06-01,29.9,14.08,43.98,1,1.4,1
pato bragado,2017-08-01,23,17.92,40.92,1,0.8,1
pato bragado,2017-09-01,119.9,27.16,147.06,1,6.2,1
pato branco,2016-12-01,49.7,14.52,64.22,1,0.3,1
pato branco,2017-04-01,85.6,65.53,151.13,4,1.2,3
pato branco,2017-05-01,32.9,15.1,48,1,0.4,1
pato branco,2017-06-01,133.37,61.48,194.85,4,2.018,4
patos de minas,2016-12-01,283,39.01,322.01,4,2.434,3
patos de minas,2017-01-01,516.5,103.16,619.66,7,5.213,7
patos de minas,2017-02-01,303,56.29,359.29,4,2.838,4
patos de minas,2017-03-01,253.7,46.3,300,3,1.916,3
patos de minas,2017-04-01,343.2,61.15,404.35,4,2.736,4
patos de minas,2017-05-01,174,32.74,206.74,2,1.475,2
patos de minas,2017-06-01,442.9,96.3,539.2,5,3.675,5
patos de minas,2017-07-01,564.2,87.68,651.88,6,3.896,5
patos de minas,2017-08-01,194.8,30.14,224.94,2,1.525,2
patos de minas,2017-10-01,849.1,155,1004.1,9,5.603,9
patos de minas,2017-11-01,684.3,116.91,801.21,7,5.328,6
patos de minas,2017-12-01,848.7,168.82,1017.52,9,5.878,9
patos de minas,2018-01-01,1122.6,191.33,1313.93,12,8.114,11
patos de minas,2018-02-01,853.9,202.51,1056.41,9,6.2,9
patos de minas,2018-03-01,2163.6,544.67,2708.27,24,33.47,24
patos de minas,2018-04-01,1806.4,397.89,2204.29,19,15.008,18
patos de minas,2018-05-01,1652.4,358.22,2010.62,18,16.047,17
patos de minas,2018-06-01,744.3,225.86,970.16,8,7.665,8
patos de minas,2018-07-01,1397.7,306.12,1703.82,15,10.774,14
paulinia,2017-08-01,179.8,31.45,211.25,2,1.034,2
paulinia,2017-09-01,1246.8,95.34,1342.14,4,10.788,4
paulinia,2017-10-01,3087.7,202.17,3289.87,5,25.025,5
paulinia,2017-11-01,709.7,54.55,764.25,4,3.45,4
paulinia,2017-12-01,1109.29,139.82,1249.11,10,5.303,9
paulinia,2018-04-01,1992.51,150.76,2143.27,9,24.479,8
paulinia,2018-06-01,456.78,42.35,499.13,3,10.794,3
paulinia,2018-07-01,609.48,63.45,672.93,6,4.05,4
paulo lopes,2017-10-01,439,78.2,517.2,1,9.55,1
paulo lopes,2017-12-01,898,63.01,961.01,2,17.2,2
paulo lopes,2018-04-01,439,22.8,461.8,1,8.6,1
paulo lopes,2018-05-01,479,37.43,516.43,1,8.6,1
paulo lopes,2018-07-01,89.98,44.5,134.48,2,1.2,1
pederneiras,2017-05-01,189.99,16.96,206.95,1,2.6,1
pederneiras,2017-06-01,149.99,16.68,166.67,1,1.59,1
pederneiras,2017-09-01,189.99,16.96,206.95,1,2.6,1
pederneiras,2017-10-01,77.4,21.03,98.43,1,1.6,1
pederneiras,2017-11-01,178.9,21.74,200.64,1,2.6,1
pederneiras,2017-12-01,77.4,21.03,98.43,1,1.6,1
pederneiras,2018-02-01,93.5,19.62,113.12,1,1.2,1
pederneiras,2018-03-01,337.8,30.54,368.34,2,5,2
pedregulho,2017-08-01,16,11.85,27.85,1,0.3,1
pedregulho,2017-10-01,65,16.21,81.21,1,0.6,1
pedregulho,2018-02-01,330,47.95,377.95,2,3.3,2
pedregulho,2018-03-01,16,18.23,34.23,1,0.4,1
pedregulho,2018-04-01,195,29.68,224.68,2,2.8,2
pedreira,2016-09-01,17.8,14.12,31.92,1,1.7,1
pedreira,2017-01-01,245.79,87.5,333.29,5,20.55,4
