seller_id,period,sales,freight_value,total_sales,quantity,volume,baskets
6025c79c035c3d772133b8b8238463b2,2018-06-01,389,33.59,422.59,1,2.6,1
6025c79c035c3d772133b8b8238463b2,2018-07-01,600.74,75,675.74,3,2.25,1
6039e27294dc75811c0d8a39069f52c0,2017-01-01,359.8,37.1,396.9,2,7.7,1
6039e27294dc75811c0d8a39069f52c0,2017-02-01,549.7,134.97,684.67,3,32.5,3
6039e27294dc75811c0d8a39069f52c0,2017-03-01,79.9,20.64,100.54,1,1.15,1
6039e27294dc75811c0d8a39069f52c0,2017-04-01,359.8,40.26,400.06,2,7.7,2
6039e27294dc75811c0d8a39069f52c0,2017-05-01,79.9,25.01,104.91,1,1.15,1
6039e27294dc75811c0d8a39069f52c0,2017-06-01,699.9,83.07,782.97,1,24.05,1
6039e27294dc75811c0d8a39069f52c0,2017-07-01,119.9,27.16,147.06,1,2.6,1
6039e27294dc75811c0d8a39069f52c0,2017-08-01,509.7,117.53,627.23,3,16.95,3
6039e27294dc75811c0d8a39069f52c0,2017-09-01,189.9,33.92,223.82,1,5.45,1
6039e27294dc75811c0d8a39069f52c0,2017-10-01,1639.2,221.87,1861.07,8,44.2,8
6039e27294dc75811c0d8a39069f52c0,2017-11-01,679.7,70.91,750.61,3,18.6,3
6039e27294dc75811c0d8a39069f52c0,2017-12-01,589.6,149.55,739.15,4,18.1,4
6039e27294dc75811c0d8a39069f52c0,2018-01-01,1968.6,343.87,2312.47,14,49.7,9
6039e27294dc75811c0d8a39069f52c0,2018-02-01,2638.6,526.85,3165.45,14,178.65,9
6039e27294dc75811c0d8a39069f52c0,2018-03-01,1557.5,276.44,1833.94,7,83.1,7
6039e27294dc75811c0d8a39069f52c0,2018-04-01,609.6,88.36,697.96,4,18.1,4
6039e27294dc75811c0d8a39069f52c0,2018-05-01,89.9,18.21,108.11,1,1.15,1
6039e27294dc75811c0d8a39069f52c0,2018-06-01,339.8,59.16,398.96,2,11.5,2
6039e27294dc75811c0d8a39069f52c0,2018-07-01,609.7,101.59,711.29,3,35.55,3
60562ab00b8054280520d390c8c0045c,2017-09-01,165,15.91,180.91,1,0.95,1
60562ab00b8054280520d390c8c0045c,2017-10-01,139,15.73,154.73,1,0.8,1
60562ab00b8054280520d390c8c0045c,2017-11-01,304,29.22,333.22,2,1.8,2
60562ab00b8054280520d390c8c0045c,2017-12-01,330,41.18,371.18,2,1.9,2
60562ab00b8054280520d390c8c0045c,2018-01-01,304,26.7,330.7,2,1.75,2
60562ab00b8054280520d390c8c0045c,2018-03-01,165,17.12,182.12,1,0.95,1
60562ab00b8054280520d390c8c0045c,2018-04-01,355,37.42,392.42,2,1.8,2
60562ab00b8054280520d390c8c0045c,2018-05-01,629,50.26,679.26,3,3.8,3
60562ab00b8054280520d390c8c0045c,2018-06-01,353,44.81,397.81,2,1.75,2
60562ab00b8054280520d390c8c0045c,2018-07-01,199,25.74,224.74,1,0.95,1
6061155addc1e54b4cfb51c1c2a32ad8,2018-05-01,918.9,27.78,946.68,2,1.65,2
6061155addc1e54b4cfb51c1c2a32ad8,2018-06-01,3511,189.56,3700.56,8,14.705,8
6061155addc1e54b4cfb51c1c2a32ad8,2018-07-01,11203.5,662.57,11866.07,23,70.065,18
606ce7768feac12c5e8bd58db8b08f0f,2018-03-01,109,7.63,116.63,1,0.24,1
606ce7768feac12c5e8bd58db8b08f0f,2018-04-01,1288.8,43.97,1332.77,2,0.708,2
606ce7768feac12c5e8bd58db8b08f0f,2018-06-01,798.9,27.52,826.42,1,0.35,1
606ce7768feac12c5e8bd58db8b08f0f,2018-07-01,719.9,23.14,743.04,1,0.425,1
609e1a9a6c2539919b8205cf7c4e6ff0,2017-12-01,87.8,25.54,113.34,2,1.63,1
609e1a9a6c2539919b8205cf7c4e6ff0,2018-01-01,219.7,47.2,266.9,3,4.275,2
609e1a9a6c2539919b8205cf7c4e6ff0,2018-02-01,822.4,309.17,1131.57,16,15.725,12
609e1a9a6c2539919b8205cf7c4e6ff0,2018-03-01,1146.7,561.92,1708.62,23,20.872,12
609e1a9a6c2539919b8205cf7c4e6ff0,2018-04-01,1158.9,403.49,1562.39,21,21.83,14
609e1a9a6c2539919b8205cf7c4e6ff0,2018-05-01,1478.2,737.93,2216.13,35,28.75,21
609e1a9a6c2539919b8205cf7c4e6ff0,2018-06-01,873.95,292.03,1165.98,15,15.95,12
609e1a9a6c2539919b8205cf7c4e6ff0,2018-07-01,807.58,309.91,1117.49,15,15.937,13
60ad151920c4f6f3ebbe8cfdf6166779,2017-04-01,130,20.67,150.67,2,0.964,2
60da8bfa7eebe230b7d66ac4082d79b3,2018-07-01,86.6,38.67,125.27,3,0.5,3
610f72e407cdd7caaa2f8167b0163fd8,2018-03-01,4236.29,228.27,4464.56,6,63.633,5
610f72e407cdd7caaa2f8167b0163fd8,2018-04-01,3802.57,202.12,4004.69,4,64.243,4
610f72e407cdd7caaa2f8167b0163fd8,2018-05-01,1269.1,61.1,1330.2,1,16.5,1
610f72e407cdd7caaa2f8167b0163fd8,2018-06-01,2020.79,257.92,2278.71,3,31.95,3
610f72e407cdd7caaa2f8167b0163fd8,2018-07-01,2256.41,94.88,2351.29,3,38.85,3
612170e34b97004b3ba37eae81836b4c,2018-05-01,2275.59,215.3,2490.89,11,6.094,11
612170e34b97004b3ba37eae81836b4c,2018-06-01,15770.33,1621.97,17392.3,72,23.088,69
612170e34b97004b3ba37eae81836b4c,2018-07-01,5019.1,469.79,5488.89,27,12.542,27
612a743d294c27884fb7b80d2b19ba35,2016-12-01,57.8,28.22,86.02,2,0.4,1
612a743d294c27884fb7b80d2b19ba35,2018-07-01,2999.9,76.23,3076.13,1,7.9,1
615005a3ef192c00c6f0e977cee3d2bc,2017-07-01,46.8,30.02,76.82,2,0.6,2
615005a3ef192c00c6f0e977cee3d2bc,2017-09-01,99.3,45.3,144.6,3,1.5,2
615005a3ef192c00c6f0e977cee3d2bc,2017-10-01,93.6,63.78,157.38,4,1.2,4
615005a3ef192c00c6f0e977cee3d2bc,2017-11-01,46.8,16.54,63.34,2,0.6,2
615c3462099ffa940d37b17dfda19594,2018-05-01,79,19.74,98.74,1,1.583,1
615c3462099ffa940d37b17dfda19594,2018-07-01,150,12.31,162.31,1,2.175,1
6179a28a13a726c29b3bf54c070dccab,2017-06-01,300,61.27,361.27,1,2.7,1
6179a28a13a726c29b3bf54c070dccab,2017-07-01,300,24.97,324.97,1,2.7,1
6187a137b2af59dfdbad8d9f8c373c14,2017-10-01,34.9,15.11,50.01,1,0.375,1
6187a137b2af59dfdbad8d9f8c373c14,2017-12-01,39.9,15.11,55.01,1,0.375,1
61b18775be84fb700a6b2d0ba097bf66,2018-03-01,179.8,46.42,226.22,2,9.95,1
61b18775be84fb700a6b2d0ba097bf66,2018-05-01,59.9,18.3,78.2,1,5.7,1
61b18775be84fb700a6b2d0ba097bf66,2018-06-01,54.9,22.2,77.1,1,7.05,1
61b18775be84fb700a6b2d0ba097bf66,2018-07-01,39.9,14.59,54.49,1,1.775,1
61b893c57e33626afb104d4112b1be76,2017-02-01,74.99,13.1,88.09,1,4.2,1
61c36f0fc4a47f9532e5512b66668e62,2018-02-01,750,17.69,767.69,1,0.35,1
61f159ef6da2d441951d2c0efa719362,2016-09-01,59.99,24.08,84.07,1,2.05,1
61f159ef6da2d441951d2c0efa719362,2016-12-01,94.98,36.93,131.91,2,2.85,2
620c87c171fb2a6dd6e8bb4dec959fc6,2016-09-01,5797.1,501.13,6298.23,29,14.458,27
620c87c171fb2a6dd6e8bb4dec959fc6,2016-12-01,4658.9,528.81,5187.71,31,23.159,27
620c87c171fb2a6dd6e8bb4dec959fc6,2017-01-01,7818.3,784.56,8602.86,47,33.179,43
620c87c171fb2a6dd6e8bb4dec959fc6,2017-02-01,8568.2,754.47,9322.67,42,27.761,42
620c87c171fb2a6dd6e8bb4dec959fc6,2017-03-01,12576.8,892.3,13469.1,53,24.465,49
620c87c171fb2a6dd6e8bb4dec959fc6,2017-04-01,1837.5,222.16,2059.66,15,12.043,12
620c87c171fb2a6dd6e8bb4dec959fc6,2017-05-01,1502.2,289.49,1791.69,18,18.544,17
620c87c171fb2a6dd6e8bb4dec959fc6,2017-06-01,390.3,102.43,492.73,7,4.162,7
620c87c171fb2a6dd6e8bb4dec959fc6,2017-07-01,1019.4,115.11,1134.51,6,3.349,6
620c87c171fb2a6dd6e8bb4dec959fc6,2017-08-01,3178.4,247.24,3425.64,16,12.516,16
620c87c171fb2a6dd6e8bb4dec959fc6,2017-09-01,1928.8,206.81,2135.61,12,7.483,12
620c87c171fb2a6dd6e8bb4dec959fc6,2017-10-01,9299.3,1209.76,10509.06,67,37.641,61
620c87c171fb2a6dd6e8bb4dec959fc6,2017-11-01,7510.2,935.2,8445.4,55,34.167,53
620c87c171fb2a6dd6e8bb4dec959fc6,2017-12-01,6872.6,1024.42,7897.02,64,38.303,62
620c87c171fb2a6dd6e8bb4dec959fc6,2018-01-01,7378.6,1266.96,8645.56,84,36.385,74
620c87c171fb2a6dd6e8bb4dec959fc6,2018-02-01,7111.3,1330.48,8441.78,67,30.664,61
620c87c171fb2a6dd6e8bb4dec959fc6,2018-03-01,3047.2,561.26,3608.46,28,10.326,22
620c87c171fb2a6dd6e8bb4dec959fc6,2018-04-01,5496.2,659.24,6155.44,38,25.255,35
620c87c171fb2a6dd6e8bb4dec959fc6,2018-05-01,8485,1149.15,9634.15,50,29.875,48
620c87c171fb2a6dd6e8bb4dec959fc6,2018-06-01,4956.8,608.51,5565.31,32,22.879,32
620c87c171fb2a6dd6e8bb4dec959fc6,2018-07-01,5341.4,745.72,6087.12,37,25.617,34
6219ba2359cfb97f2e38fd4c321eb309,2017-08-01,44.9,16.6,61.5,1,1.5,1
6219ba2359cfb97f2e38fd4c321eb309,2017-09-01,102.9,29.39,132.29,2,2.783,2
6219ba2359cfb97f2e38fd4c321eb309,2017-11-01,144.9,20.5,165.4,1,4.05,1
6219ba2359cfb97f2e38fd4c321eb309,2018-03-01,49.9,12.79,62.69,1,0.667,1
6219ba2359cfb97f2e38fd4c321eb309,2018-05-01,144.9,23.77,168.67,1,4.05,1
6235903333ba7de1928c869e268e5964,2018-04-01,94.06,41.42,135.48,1,5.9,1
623ad9d0c1e14bb5464a8c72bff7b4af,2018-04-01,95,38.96,133.96,1,4.3,1
624f4ece8da4aafb77699233d480f8ef,2016-09-01,189,48.45,237.45,1,2.75,1
624f4ece8da4aafb77699233d480f8ef,2017-01-01,239,81.05,320.05,1,14.7,1
624f4ece8da4aafb77699233d480f8ef,2017-02-01,189,26.82,215.82,1,2.75,1
624f4ece8da4aafb77699233d480f8ef,2017-03-01,617,151.81,768.81,3,22.45,2
624f4ece8da4aafb77699233d480f8ef,2017-04-01,497,84.32,581.32,3,7.35,3
624f4ece8da4aafb77699233d480f8ef,2017-06-01,189,32.07,221.07,1,2.75,1
624f4ece8da4aafb77699233d480f8ef,2017-07-01,378,58.14,436.14,2,5.6,2
624f4ece8da4aafb77699233d480f8ef,2017-08-01,378,54.05,432.05,2,13.55,2
624f4ece8da4aafb77699233d480f8ef,2017-09-01,1014,195.58,1209.58,6,24.45,6
624f4ece8da4aafb77699233d480f8ef,2017-10-01,477,69.27,546.27,3,8.25,3
624f4ece8da4aafb77699233d480f8ef,2017-11-01,318,54.56,372.56,2,5.5,2
624f4ece8da4aafb77699233d480f8ef,2017-12-01,477,67.68,544.68,3,8.7,3
624f4ece8da4aafb77699233d480f8ef,2018-02-01,745,135.04,880.04,5,12.75,5
624f4ece8da4aafb77699233d480f8ef,2018-03-01,1272,231.33,1503.33,8,22.3,8
624f4ece8da4aafb77699233d480f8ef,2018-04-01,1113,140.56,1253.56,7,19.7,6
624f4ece8da4aafb77699233d480f8ef,2018-05-01,159,44.91,203.91,1,2.75,1
624f4ece8da4aafb77699233d480f8ef,2018-06-01,477,131.72,608.72,3,8.25,3
624f4ece8da4aafb77699233d480f8ef,2018-07-01,477,115.01,592.01,3,8.7,3
626ab1cd96932367f0eeec2e47046c12,2017-12-01,510,38.93,548.93,1,3.3,1
626ab1cd96932367f0eeec2e47046c12,2018-06-01,800,41.54,841.54,2,13.35,2
62760d278921b5f352461620d68a9cee,2017-01-01,397,53.1,450.1,3,5.3,3
6288c69c4ce638e59925e59193f98b16,2017-02-01,831.98,34.16,866.14,2,2.7,2
6288c69c4ce638e59925e59193f98b16,2017-03-01,415.99,13.52,429.51,1,1.35,1
6288c69c4ce638e59925e59193f98b16,2017-04-01,1347.46,54.83,1402.29,4,4.17,4
6288c69c4ce638e59925e59193f98b16,2017-05-01,19.99,14.1,34.09,1,0.25,1
6288c69c4ce638e59925e59193f98b16,2017-06-01,19.99,11.85,31.84,1,0.25,1
6288c69c4ce638e59925e59193f98b16,2017-09-01,439.97,34.94,474.91,3,3.984,3
6288c69c4ce638e59925e59193f98b16,2017-12-01,1041.97,49.58,1091.55,3,4.567,3
6288c69c4ce638e59925e59193f98b16,2018-02-01,98.99,19.38,118.37,1,0.583,1
6288c69c4ce638e59925e59193f98b16,2018-04-01,111.98,30.54,142.52,2,0.7,2
6288c69c4ce638e59925e59193f98b16,2018-05-01,144.97,24.97,169.94,3,1.1,3
6288c69c4ce638e59925e59193f98b16,2018-07-01,32.99,18.33,51.32,1,0.4,1
62c50c1af4dfdc4149d25c5222043d39,2016-09-01,279.98,21.56,301.54,2,1.8,2
62c50c1af4dfdc4149d25c5222043d39,2016-12-01,565.96,82.15,648.11,4,5.6,3
62c50c1af4dfdc4149d25c5222043d39,2017-01-01,128.99,16.6,145.59,1,0.9,1
62c50c1af4dfdc4149d25c5222043d39,2017-02-01,1210.91,145.9,1356.81,9,8.634,5
62c50c1af4dfdc4149d25c5222043d39,2017-03-01,239.89,27.83,267.72,2,2.067,2
62c50c1af4dfdc4149d25c5222043d39,2017-08-01,359.99,16.27,376.26,1,2.4,1
62d977e2b2aee830de3e039a28490d12,2017-12-01,399.8,32.32,432.12,2,1.4,2
62de60d81c55c29d76a6bce418b31cef,2018-07-01,103,23.87,126.87,1,0.85,1
630008e0f062605a415d694489f6f82e,2018-06-01,105.15,30.35,135.5,3,0.417,2
63191ead8d3b2f937cd1996fdcbbad20,2018-07-01,367,53.29,420.29,1,2.525,1
63272377184e969942f7fff221be858d,2017-04-01,149.7,66.53,216.23,2,8.45,2
6338ea67c41078a46ad99cc009654956,2017-01-01,241.77,81.49,323.26,4,2.225,4
6338ea67c41078a46ad99cc009654956,2017-02-01,31.99,16.05,48.04,1,0.3,1
6338ea67c41078a46ad99cc009654956,2017-03-01,219,29.88,248.88,2,0.6,1
6338ea67c41078a46ad99cc009654956,2017-04-01,141.89,72.47,214.36,2,1.35,2
6338ea67c41078a46ad99cc009654956,2017-05-01,128.29,62.18,190.47,3,1.525,3
6338ea67c41078a46ad99cc009654956,2017-06-01,97.97,69.49,167.46,4,1.666,3
6338ea67c41078a46ad99cc009654956,2017-07-01,281,120.78,401.78,5,6.058,4
6338ea67c41078a46ad99cc009654956,2017-08-01,95.9,54.76,150.66,2,1.8,2
6338ea67c41078a46ad99cc009654956,2017-09-01,112.1,54.14,166.24,2,1.925,2
6338ea67c41078a46ad99cc009654956,2017-10-01,325.4,109.81,435.21,4,3.083,4
6338ea67c41078a46ad99cc009654956,2017-11-01,147.7,51.11,198.81,3,2.35,2
6338ea67c41078a46ad99cc009654956,2017-12-01,99.8,33.85,133.65,2,1.758,2
6338ea67c41078a46ad99cc009654956,2018-01-01,155.79,47.46,203.25,3,1.95,2
6338ea67c41078a46ad99cc009654956,2018-02-01,35.7,54.69,90.39,3,0.6,1
6338ea67c41078a46ad99cc009654956,2018-03-01,55,22.1,77.1,1,0.2,1
6338ea67c41078a46ad99cc009654956,2018-04-01,79.89,30.44,110.33,2,1.325,2
6338ea67c41078a46ad99cc009654956,2018-07-01,36.9,13.6,50.5,1,0.25,1
633ecdf879b94b5337cca303328e4a25,2017-08-01,1037.6,87.89,1125.49,6,2.53,6
634964b17796e64304cadf1ad3050fb7,2017-10-01,1404,206.81,1610.81,13,13,12
634964b17796e64304cadf1ad3050fb7,2017-11-01,1404,216.5,1620.5,13,13,13
634964b17796e64304cadf1ad3050fb7,2017-12-01,8733.8,998.54,9732.34,59,62.85,41
634964b17796e64304cadf1ad3050fb7,2018-01-01,4853.9,706.06,5559.96,39,41.55,32
634964b17796e64304cadf1ad3050fb7,2018-02-01,4823.9,786.61,5610.51,39,37.675,32
634964b17796e64304cadf1ad3050fb7,2018-03-01,4444.3,650.27,5094.57,38,41.35,33
634964b17796e64304cadf1ad3050fb7,2018-04-01,5005.3,617.49,5622.79,47,44.925,34
634964b17796e64304cadf1ad3050fb7,2018-05-01,4774.7,982.96,5757.66,42,43.825,36
634964b17796e64304cadf1ad3050fb7,2018-06-01,2250.6,436.12,2686.72,19,21.3,18
634964b17796e64304cadf1ad3050fb7,2018-07-01,1770.6,354.07,2124.67,17,15.45,17
63704069d9bd3a75c1cf59babe56004a,2018-05-01,59.3,7.39,66.69,1,3.65,1
638cba8be1fb599bbb76fd6948351eb3,2017-04-01,127.3,92.7,220,7,2.6,2
638cba8be1fb599bbb76fd6948351eb3,2017-06-01,208.6,76.57,285.17,8,2.525,6
638cba8be1fb599bbb76fd6948351eb3,2017-07-01,111.7,58.92,170.62,5,1.775,5
638cba8be1fb599bbb76fd6948351eb3,2017-08-01,150.6,87.48,238.08,6,1.725,4
63a79f5a7eb5cb48a7e5787b141c7993,2018-03-01,561.3,128.23,689.53,7,22.441,7
63a79f5a7eb5cb48a7e5787b141c7993,2018-04-01,89,16.58,105.58,1,2.478,1
63a79f5a7eb5cb48a7e5787b141c7993,2018-05-01,109.8,37.53,147.33,2,4.208,2
63a79f5a7eb5cb48a7e5787b141c7993,2018-06-01,55,18.49,73.49,1,0.165,1
63b464dbf392c7b80d12d932fa7cafed,2017-01-01,477,70.48,547.48,3,17.7,3
63b464dbf392c7b80d12d932fa7cafed,2017-02-01,159,20.41,179.41,1,6.7,1
63b464dbf392c7b80d12d932fa7cafed,2017-04-01,338,34.81,372.81,2,13,2
63b464dbf392c7b80d12d932fa7cafed,2017-05-01,338,34.81,372.81,2,13.3,2
63b464dbf392c7b80d12d932fa7cafed,2017-06-01,845,99.96,944.96,5,27.5,5
63b464dbf392c7b80d12d932fa7cafed,2017-07-01,1024,123.46,1147.46,6,40.6,6
63b464dbf392c7b80d12d932fa7cafed,2017-09-01,358,43.99,401.99,2,13,2
63b464dbf392c7b80d12d932fa7cafed,2017-10-01,1969,304.26,2273.26,11,81.4,10
63b464dbf392c7b80d12d932fa7cafed,2017-11-01,1084,132.04,1216.04,6,38.6,5
63b464dbf392c7b80d12d932fa7cafed,2017-12-01,189,17.03,206.03,1,5.7,1
63b9ae557efed31d1f7687917d248a8d,2016-09-01,10,14.52,24.52,1,0.1,1
63b9ae557efed31d1f7687917d248a8d,2016-12-01,19.9,16.05,35.95,1,0.3,1
63b9ae557efed31d1f7687917d248a8d,2017-01-01,109.6,72.24,181.84,5,1.4,3
63bc58679c44e8a998792119fd7ad23e,2017-01-01,19.9,14.11,34.01,1,0.233,1
63ffcb71394dd8ea3872ed9ffda17c74,2017-01-01,100,51.72,151.72,4,4.8,4
63ffcb71394dd8ea3872ed9ffda17c74,2017-02-01,16.9,17.19,34.09,1,0.9,1
63ffcb71394dd8ea3872ed9ffda17c74,2017-04-01,106.8,94.97,201.77,5,5.1,5
63ffcb71394dd8ea3872ed9ffda17c74,2017-05-01,123.5,76.2,199.7,5,4.8,5
63ffcb71394dd8ea3872ed9ffda17c74,2017-06-01,51.8,24.64,76.44,2,1.5,2
640e21a7d01df7614a3b4923e990d40c,2018-02-01,26.4,12.79,39.19,1,0.55,1
640e21a7d01df7614a3b4923e990d40c,2018-03-01,947.26,276.04,1223.3,16,16.75,15
640e21a7d01df7614a3b4923e990d40c,2018-04-01,1818.96,580.69,2399.65,35,32.184,23
640e21a7d01df7614a3b4923e990d40c,2018-05-01,634.03,223.72,857.75,13,11.451,13
640e21a7d01df7614a3b4923e990d40c,2018-06-01,2080.53,728.58,2809.11,37,36.952,33
640e21a7d01df7614a3b4923e990d40c,2018-07-01,2091.7,624.42,2716.12,35,36.863,31
6426d21aca402a131fc0a5d0960a3c90,2017-04-01,223.5,89.94,313.44,5,3.3,5
6426d21aca402a131fc0a5d0960a3c90,2017-05-01,93.7,43.9,137.6,3,1.1,3
6426d21aca402a131fc0a5d0960a3c90,2017-06-01,239.6,57.88,297.48,4,3.2,4
6426d21aca402a131fc0a5d0960a3c90,2017-07-01,430.39,139.36,569.75,7,7.15,7
6426d21aca402a131fc0a5d0960a3c90,2017-08-01,182.55,40.41,222.96,3,2.25,3
6426d21aca402a131fc0a5d0960a3c90,2017-09-01,39.9,12.69,52.59,1,0.8,1
643214e62b870443ccbe55ab29a4dccf,2017-09-01,134.08,34.73,168.81,3,0.4,3
643214e62b870443ccbe55ab29a4dccf,2017-10-01,577.2,55.66,632.86,4,1.7,4
643214e62b870443ccbe55ab29a4dccf,2017-11-01,506.1,117.02,623.12,10,1.79,10
643214e62b870443ccbe55ab29a4dccf,2017-12-01,350.49,111.07,461.56,8,1.275,8
643214e62b870443ccbe55ab29a4dccf,2018-01-01,190.18,61.54,251.72,5,0.575,5
643214e62b870443ccbe55ab29a4dccf,2018-02-01,147.6,114.03,261.63,5,0.55,5
643214e62b870443ccbe55ab29a4dccf,2018-03-01,178.6,46.59,225.19,3,0.5,3
643214e62b870443ccbe55ab29a4dccf,2018-04-01,313.29,113.55,426.84,8,1.075,8
643214e62b870443ccbe55ab29a4dccf,2018-05-01,185.5,72.6,258.1,5,0.65,5
643214e62b870443ccbe55ab29a4dccf,2018-06-01,384.29,111.21,495.5,8,1.15,7
643214e62b870443ccbe55ab29a4dccf,2018-07-01,302.8,91.65,394.45,9,1.1,8
643c01d7c56a724bec0454f4780e8a3e,2018-03-01,165.65,22.87,188.52,1,0.2,1
643c01d7c56a724bec0454f4780e8a3e,2018-04-01,39.9,18.23,58.13,1,0.15,1
6481e96574816ead57975da2c0f6d80d,2017-11-01,241.8,25.6,267.4,2,3.28,1
6481e96574816ead57975da2c0f6d80d,2017-12-01,88,38.05,126.05,2,13.9,2
6481e96574816ead57975da2c0f6d80d,2018-01-01,885.8,255.46,1141.26,12,66.533,8
6481e96574816ead57975da2c0f6d80d,2018-02-01,883.5,166.57,1050.07,8,37.673,6
6481e96574816ead57975da2c0f6d80d,2018-03-01,697.4,419.74,1117.14,15,51.367,11
6481e96574816ead57975da2c0f6d80d,2018-04-01,84.9,19.74,104.64,2,4.663,2
6481e96574816ead57975da2c0f6d80d,2018-06-01,443.5,90.8,534.3,2,11.867,2
64b87978a11c1ea7501a89eabe8c2c1a,2016-12-01,139.98,29.1,169.08,2,1.211,2
64b87978a11c1ea7501a89eabe8c2c1a,2017-01-01,349.95,72.8,422.75,5,3.458,5
64c9a1db4e73e19aaafd3286dc448c96,2018-07-01,439,43.6,482.6,1,8.85,1
64cc804291f90c81f02bfc2bb58ff55a,2018-03-01,68.9,23.45,92.35,1,0.85,1
64cc804291f90c81f02bfc2bb58ff55a,2018-06-01,448.7,23.09,471.79,1,7.6,1
651530bf5c607240ccdd89a30c9c9712,2018-07-01,199.9,24.55,224.45,1,1.5,1
651fe66032c9520ee5587f694908040d,2018-06-01,149,37.29,186.29,2,0.85,2
651fe66032c9520ee5587f694908040d,2018-07-01,315,91.44,406.44,5,0.95,5
6524b847b982cd56bb5d4b02b776ee42,2018-01-01,779.8,55.14,834.94,2,36.3,1
6548c2550b6e2d8f18053216e1c7b6f3,2018-05-01,178,36.84,214.84,2,2.21,1
6548c2550b6e2d8f18053216e1c7b6f3,2018-07-01,39.7,33.01,72.71,3,0.6,2
655220df33262c7e0c4949a147366f94,2017-12-01,596,157.56,753.56,4,54.7,4
655220df33262c7e0c4949a147366f94,2018-01-01,407,137.74,544.74,3,32.1,3
655220df33262c7e0c4949a147366f94,2018-02-01,616,214.42,830.42,4,54.7,4
655220df33262c7e0c4949a147366f94,2018-03-01,209,48.75,257.75,1,22.6,1
655220df33262c7e0c4949a147366f94,2018-04-01,417,123.06,540.06,3,32.1,1
6560211a19b47992c3666cc44a7e94c0,2017-01-01,442,83.32,525.32,6,1.65,5
6560211a19b47992c3666cc44a7e94c0,2017-02-01,3115.99,818.54,3934.53,58,15.25,50
6560211a19b47992c3666cc44a7e94c0,2017-03-01,2520.99,718.74,3239.73,47,11.7,45
6560211a19b47992c3666cc44a7e94c0,2017-04-01,2768.99,629.76,3398.75,48,11.15,45
6560211a19b47992c3666cc44a7e94c0,2017-05-01,4219,890.23,5109.23,65,15.4,60
6560211a19b47992c3666cc44a7e94c0,2017-06-01,5242.98,1155.51,6398.49,89,23.1,80
6560211a19b47992c3666cc44a7e94c0,2017-07-01,4970,1134.31,6104.31,90,22.25,82
6560211a19b47992c3666cc44a7e94c0,2017-08-01,6784.99,1461.22,8246.21,112,28.35,106
6560211a19b47992c3666cc44a7e94c0,2017-09-01,6329.98,1402.41,7732.39,112,28.9,97
6560211a19b47992c3666cc44a7e94c0,2017-10-01,10953.99,2440.6,13394.59,189,47.725,166
6560211a19b47992c3666cc44a7e94c0,2017-11-01,8082.99,1692.75,9775.74,133,34.3,118
6560211a19b47992c3666cc44a7e94c0,2017-12-01,7722.96,1696.87,9419.83,126,31.175,114
6560211a19b47992c3666cc44a7e94c0,2018-01-01,4766.97,1019.47,5786.44,78,19.8,75
6560211a19b47992c3666cc44a7e94c0,2018-02-01,4294,1165.7,5459.7,82,20.15,79
6560211a19b47992c3666cc44a7e94c0,2018-03-01,6152,1496.62,7648.62,99,25.45,86
6560211a19b47992c3666cc44a7e94c0,2018-04-01,6568,1600.51,8168.51,108,27.9,98
6560211a19b47992c3666cc44a7e94c0,2018-05-01,11479,2601.02,14080.02,175,46.25,162
6560211a19b47992c3666cc44a7e94c0,2018-06-01,13384,3250.5,16634.5,209,54.3,198
6560211a19b47992c3666cc44a7e94c0,2018-07-01,13506,2702.86,16208.86,207,54.65,188
6561d6bf844e464b4019442692b40e02,2018-07-01,41.9,7.55,49.45,1,0.217,1
6562efe88ce0826a4ca4f189f03b4b84,2017-02-01,357.2,110.07,467.27,8,9,3
6562efe88ce0826a4ca4f189f03b4b84,2017-05-01,59.9,16.79,76.69,1,1.4,1
6562efe88ce0826a4ca4f189f03b4b84,2017-07-01,239.6,50.9,290.5,4,5.2,2
6562efe88ce0826a4ca4f189f03b4b84,2017-09-01,119.8,37.65,157.45,2,2.4,2
6562efe88ce0826a4ca4f189f03b4b84,2017-12-01,359.4,84.9,444.3,6,11.4,1
656591be56071d4c9ef4e5fee78a578a,2017-02-01,177,80.17,257.17,2,12,2
656591be56071d4c9ef4e5fee78a578a,2017-03-01,1095,211.51,1306.51,8,74.8,4
656591be56071d4c9ef4e5fee78a578a,2017-04-01,430,27.52,457.52,1,30,1
6576fd3e23c88f0e5d4d23f39bba0542,2017-02-01,14.5,10.96,25.46,1,0.267,1
657969cca82e884d272385ec0ef06edd,2018-04-01,69.9,19.46,89.36,1,0.55,1
657969cca82e884d272385ec0ef06edd,2018-05-01,34.9,15.23,50.13,1,0.15,1
657969cca82e884d272385ec0ef06edd,2018-06-01,34.9,17.17,52.07,1,0.15,1
659e8466eb3ff1b0e8740d74fb7bbedd,2017-04-01,290,27.31,317.31,1,1.6,1
659e8466eb3ff1b0e8740d74fb7bbedd,2017-05-01,332,106.76,438.76,3,2.05,1
659e8466eb3ff1b0e8740d74fb7bbedd,2017-08-01,189,51.56,240.56,2,0.78,2
659e8466eb3ff1b0e8740d74fb7bbedd,2017-11-01,69.8,15.24,85.04,1,0.315,1
659e8466eb3ff1b0e8740d74fb7bbedd,2017-12-01,135,36.27,171.27,1,0.9,1
